Assessment_ID,Event_ID,Location_ID,District,Response_Zone,Assessment_Window,Hours_Since_Disaster,Simulation_ID,Latitude,Longitude,Hub_ID,Distance_to_Hub_km,Population_Baseline,Population_Affected_Est,Affected_Population_pct,Fatalities_Est,Injured_Est,Houses_Damaged_Est,Severity_Score,Infrastructure_Damage_Score,Accessibility_Score,Medical_Urgency_Score,Rainfall_mm,Wind_Speed_kmph,Temperature_C,Flood_Depth_m,River_Level_m,Storm_Surge_m,Wave_Height_m,Burned_Area_km2,Rainfall_Deficit_pct,Slope_Risk_Score,Rescue_Cases_Est,Road_Access_Score,Estimated_Travel_Time_min,Estimated_Relief_Time_min,Food_Required_packets,Water_Required_Liters,Medical_Kits_Required,Shelter_Spaces_Required,Priority_Score,Priority_Level,Required_Rescue_Personnel,Required_Distribution_Personnel,Required_Medical_Personnel,Recommended_Total_Personnel
ASM002565,EVT012,LOC028,Tiruvallur,Tiruvallur Response Zone,T+0h,0,SIM005,13.143,79.9088,HUB001,39.76,750000,161809,21.57,19,3092,33755,34.86,39.84,60.55,31.76,381.48,29.76,26.36,1.68,4.7,0.0,0.0,0.0,0.0,0.0,1942,60.55,93.33,882.21,429605,1129897,3860,36338,34.99,Low,243,461,127,831
ASM002566,EVT012,LOC028,Tiruvallur,Tiruvallur Response Zone,T+3h,3,SIM001,13.143,79.9088,HUB001,39.76,750000,181643,24.22,16,2400,18580,43.11,32.82,65.3,33.18,364.08,13.91,29.02,2.13,5.12,0.0,0.0,0.0,0.0,0.0,2490,65.3,88.96,948.61,543538,574700,3611,10660,35.24,Low,312,532,99,943
ASM002567,EVT012,LOC028,Tiruvallur,Tiruvallur Response Zone,T+3h,3,SIM002,13.143,79.9088,HUB001,39.76,750000,169015,22.54,36,3605,37467,41.8,51.12,67.38,37.75,358.23,32.66,26.99,1.53,5.3,0.0,0.0,0.0,0.0,0.0,2196,67.38,92.88,936.21,448100,590477,4612,20671,40.38,Low,275,495,148,918
ASM002568,EVT012,LOC028,Tiruvallur,Tiruvallur Response Zone,T+3h,3,SIM003,13.143,79.9088,HUB001,39.76,750000,175250,23.37,36,3610,33527,40.36,51.46,67.89,33.71,368.36,17.75,26.2,1.96,4.77,0.0,0.0,0.0,0.0,0.0,2138,67.89,89.33,942.9,643412,564377,7396,17592,39.31,Low,268,506,148,922
ASM002569,EVT012,LOC028,Tiruvallur,Tiruvallur Response Zone,T+3h,3,SIM004,13.143,79.9088,HUB001,39.76,750000,159388,21.25,34,4869,29899,35.58,42.97,76.69,41.64,279.0,20.97,27.03,1.46,4.46,0.0,0.0,0.0,0.0,0.0,1913,76.69,86.32,869.21,602148,820084,10758,23157,36.92,Low,240,466,199,905
ASM002570,EVT012,LOC028,Tiruvallur,Tiruvallur Response Zone,T+3h,3,SIM005,13.143,79.9088,HUB001,39.76,750000,165442,22.06,30,2278,30712,32.51,42.13,69.3,20.55,372.81,43.7,28.29,1.35,4.91,0.0,0.0,0.0,0.0,0.0,1985,69.3,90.86,877.43,498105,806155,3266,23255,31.09,Low,249,462,93,804
ASM002571,EVT012,LOC028,Tiruvallur,Tiruvallur Response Zone,T+6h,6,SIM001,13.143,79.9088,HUB001,39.76,750000,217781,29.04,41,7250,29060,46.24,44.57,60.67,42.09,204.22,13.38,28.84,1.59,5.88,0.0,0.0,0.0,0.0,0.0,3360,60.67,92.48,1141.99,718449,1509486,13115,42393,43.27,Low,420,652,294,1366
ASM002572,EVT012,LOC028,Tiruvallur,Tiruvallur Response Zone,T+6h,6,SIM002,13.143,79.9088,HUB001,39.76,750000,233248,31.1,32,6256,28618,51.64,46.79,73.25,46.18,322.34,5.0,30.73,1.55,5.62,0.0,0.0,0.0,0.0,0.0,4292,73.25,86.64,1223.05,579675,1177124,7529,32772,45.53,Moderate,537,715,255,1507
ASM002573,EVT012,LOC028,Tiruvallur,Tiruvallur Response Zone,T+6h,6,SIM003,13.143,79.9088,HUB001,39.76,750000,240613,32.08,45,6375,60613,50.58,65.54,59.6,50.44,285.27,19.16,25.19,1.85,5.3,0.0,0.0,0.0,0.0,0.0,4288,59.6,99.65,1321.46,750381,1098026,10970,60732,50.57,Moderate,536,728,260,1524
ASM002574,EVT012,LOC028,Tiruvallur,Tiruvallur Response Zone,T+6h,6,SIM004,13.143,79.9088,HUB001,39.76,750000,215996,28.8,13,2634,60345,50.45,60.15,61.35,38.66,217.7,22.91,27.37,1.25,7.06,0.0,0.0,0.0,0.0,0.0,3833,61.35,95.53,1200.03,707832,1072340,4653,60055,44.33,Low,480,643,109,1232
ASM002575,EVT012,LOC028,Tiruvallur,Tiruvallur Response Zone,T+6h,6,SIM005,13.143,79.9088,HUB001,39.76,750000,226598,30.21,21,7514,23930,54.78,42.64,68.05,51.01,416.69,13.6,26.75,1.17,6.28,0.0,0.0,0.0,0.0,0.0,4562,68.05,89.07,1189.98,1281188,1092672,31645,26009,46.68,Moderate,571,695,305,1571
ASM002576,EVT012,LOC028,Tiruvallur,Tiruvallur Response Zone,T+12h,12,SIM001,13.143,79.9088,HUB001,39.76,750000,265679,35.42,18,8010,80631,59.55,69.91,55.79,56.48,332.5,8.63,27.0,2.24,5.54,0.0,0.0,0.0,0.0,0.0,6045,55.79,95.74,1501.9,720768,895356,11459,66496,56.02,Moderate,756,830,326,1912
ASM002577,EVT012,LOC028,Tiruvallur,Tiruvallur Response Zone,T+12h,12,SIM002,13.143,79.9088,HUB001,39.76,750000,241401,32.19,19,5320,64327,58.33,66.15,60.57,44.44,387.33,28.65,26.71,2.04,6.13,0.0,0.0,0.0,0.0,0.0,5330,60.57,99.84,1344.31,1092919,2404489,15637,143713,51.72,Moderate,667,734,217,1618
ASM002578,EVT012,LOC028,Tiruvallur,Tiruvallur Response Zone,T+12h,12,SIM003,13.143,79.9088,HUB001,39.76,750000,261202,34.83,58,6393,67712,64.13,69.06,59.28,53.17,378.92,28.62,29.3,2.53,5.62,0.0,0.0,0.0,0.0,0.0,6601,59.28,91.86,1464.17,1092996,1518494,17296,96065,56.17,Moderate,826,823,261,1910
ASM002579,EVT012,LOC028,Tiruvallur,Tiruvallur Response Zone,T+12h,12,SIM004,13.143,79.9088,HUB001,39.76,750000,260737,34.76,30,5383,76258,64.91,69.06,56.58,47.93,330.08,33.75,24.69,2.31,6.29,0.0,0.0,0.0,0.0,0.0,6701,56.58,102.38,1470.05,947297,1402802,11538,100143,55.36,Moderate,838,801,220,1859
ASM002580,EVT012,LOC028,Tiruvallur,Tiruvallur Response Zone,T+12h,12,SIM005,13.143,79.9088,HUB001,39.76,750000,269961,35.99,15,6856,73590,58.16,67.94,57.22,53.85,458.25,30.51,30.21,2.27,5.44,0.0,0.0,0.0,0.0,0.0,5935,57.22,95.49,1508.63,1295795,1601610,22845,108847,54.84,Moderate,742,847,279,1868
ASM002581,EVT012,LOC028,Tiruvallur,Tiruvallur Response Zone,T+24h,24,SIM001,13.143,79.9088,HUB001,39.76,750000,293872,39.18,64,8688,90113,79.43,78.57,47.07,63.25,351.75,22.27,30.36,1.36,6.75,0.0,0.0,0.0,0.0,0.0,9900,47.07,108.31,1733.39,1239743,2213659,25724,156621,65.88,High,1238,969,353,2560
ASM002582,EVT012,LOC028,Tiruvallur,Tiruvallur Response Zone,T+24h,24,SIM002,13.143,79.9088,HUB001,39.76,750000,293872,39.18,66,10286,48170,83.71,59.77,58.54,72.53,326.29,38.4,25.29,1.13,7.9,0.0,0.0,0.0,0.0,0.0,10591,58.54,93.95,1646.18,1256878,1687479,32177,68397,64.56,High,1324,975,418,2717
ASM002583,EVT012,LOC028,Tiruvallur,Tiruvallur Response Zone,T+24h,24,SIM003,13.143,79.9088,HUB001,39.76,750000,293872,39.18,21,10451,62054,80.92,60.11,59.28,63.1,454.75,26.35,24.62,2.07,5.63,0.0,0.0,0.0,0.0,0.0,10140,59.28,93.46,1647.46,1142778,1494304,27368,77417,62.09,High,1268,952,424,2644
ASM002584,EVT012,LOC028,Tiruvallur,Tiruvallur Response Zone,T+24h,24,SIM004,13.143,79.9088,HUB001,39.76,750000,293872,39.18,62,4722,70334,77.45,67.93,56.5,61.2,347.85,36.93,30.59,1.37,5.59,0.0,0.0,0.0,0.0,0.0,9579,56.5,100.01,1677.54,1462853,2083893,17783,118359,61.18,High,1198,963,194,2355
ASM002585,EVT012,LOC028,Tiruvallur,Tiruvallur Response Zone,T+24h,24,SIM005,13.143,79.9088,HUB001,39.76,750000,277447,36.99,42,4766,83285,71.69,75.67,58.06,52.26,488.56,18.0,25.85,1.91,7.21,0.0,0.0,0.0,0.0,0.0,8164,58.06,93.19,1576.23,1327547,1910456,16339,123676,58.91,Moderate,1021,872,195,2088
ASM002586,EVT012,LOC028,Tiruvallur,Tiruvallur Response Zone,T+36h,36,SIM001,13.143,79.9088,HUB001,39.76,750000,256486,34.2,54,4686,82969,67.11,82.66,46.46,48.59,420.68,19.8,30.77,1.6,4.6,0.0,0.0,0.0,0.0,0.0,6902,46.46,110.22,1495.6,859827,1337928,9285,83516,58.67,Moderate,863,809,192,1864
ASM002587,EVT012,LOC028,Tiruvallur,Tiruvallur Response Zone,T+36h,36,SIM002,13.143,79.9088,HUB001,39.76,750000,248358,33.11,23,9233,58388,68.99,67.6,59.16,60.51,305.28,55.87,25.91,1.64,5.26,0.0,0.0,0.0,0.0,0.0,6940,59.16,98.87,1406.94,728143,2159383,15679,99822,58.18,Moderate,868,790,375,2033
ASM002588,EVT012,LOC028,Tiruvallur,Tiruvallur Response Zone,T+36h,36,SIM003,13.143,79.9088,HUB001,39.76,750000,248213,33.1,27,7300,35646,68.99,46.0,75.61,54.68,288.97,16.54,24.87,1.94,6.46,0.0,0.0,0.0,0.0,0.0,6937,75.61,90.17,1340.61,909747,1517986,16940,45967,52.09,Moderate,868,778,297,1943
ASM002589,EVT012,LOC028,Tiruvallur,Tiruvallur Response Zone,T+36h,36,SIM004,13.143,79.9088,HUB001,39.76,750000,293872,39.18,50,8455,52964,73.2,63.92,68.01,61.71,313.49,17.76,24.51,1.78,4.69,0.0,0.0,0.0,0.0,0.0,8892,68.01,91.83,1604.87,965863,2125776,17119,91129,59.75,Moderate,1112,938,344,2394
ASM002590,EVT012,LOC028,Tiruvallur,Tiruvallur Response Zone,T+36h,36,SIM005,13.143,79.9088,HUB001,39.76,750000,266289,35.51,20,6853,67935,68.11,64.83,69.95,58.65,392.62,34.36,28.39,1.69,7.51,0.0,0.0,0.0,0.0,0.0,7313,69.95,86.79,1497.9,1001409,2279588,16785,123418,56.92,Moderate,915,850,280,2045
ASM002591,EVT012,LOC028,Tiruvallur,Tiruvallur Response Zone,T+48h,48,SIM001,13.143,79.9088,HUB001,39.76,750000,236098,31.48,45,6571,43188,57.78,51.63,56.25,48.2,324.36,27.69,25.3,1.33,5.77,0.0,0.0,0.0,0.0,0.0,5142,56.25,97.98,1277.53,1122094,1374816,30714,48119,49.76,Moderate,643,719,267,1629
ASM002592,EVT012,LOC028,Tiruvallur,Tiruvallur Response Zone,T+48h,48,SIM002,13.143,79.9088,HUB001,39.76,750000,230118,30.68,18,6843,48903,61.12,51.78,63.81,58.95,471.91,15.65,25.49,2.11,6.37,0.0,0.0,0.0,0.0,0.0,5435,63.81,92.05,1278.93,785918,1443294,20331,57660,51.94,Moderate,680,720,279,1679
ASM002593,EVT012,LOC028,Tiruvallur,Tiruvallur Response Zone,T+48h,48,SIM003,13.143,79.9088,HUB001,39.76,750000,223259,29.77,20,4456,29619,60.5,42.73,66.49,44.62,144.63,37.88,30.21,2.33,5.25,0.0,0.0,0.0,0.0,0.0,5197,66.49,88.08,1196.91,827092,1536473,14128,38267,46.73,Moderate,650,690,182,1522
ASM002594,EVT012,LOC028,Tiruvallur,Tiruvallur Response Zone,T+48h,48,SIM004,13.143,79.9088,HUB001,39.76,750000,248320,33.11,44,4626,39851,62.27,49.78,68.28,50.91,235.93,34.55,27.5,2.19,7.34,0.0,0.0,0.0,0.0,0.0,6022,68.28,93.22,1339.43,942895,1192380,15612,39191,50.08,Moderate,753,772,190,1715
ASM002595,EVT012,LOC028,Tiruvallur,Tiruvallur Response Zone,T+48h,48,SIM005,13.143,79.9088,HUB001,39.76,750000,262012,34.93,17,7252,57960,64.02,64.65,65.97,55.18,334.33,27.72,29.06,1.86,4.46,0.0,0.0,0.0,0.0,0.0,6605,65.97,94.05,1452.7,1170425,1604422,31762,73397,55.26,Moderate,826,828,295,1949
ASM002596,EVT012,LOC028,Tiruvallur,Tiruvallur Response Zone,T+72h,72,SIM001,13.143,79.9088,HUB001,39.76,750000,241622,32.22,22,3538,30830,61.58,50.01,65.49,41.34,234.71,24.33,25.7,1.6,5.24,0.0,0.0,0.0,0.0,0.0,5767,65.49,91.64,1269.82,577601,1436166,5737,36427,47.21,Moderate,721,732,145,1598
ASM002597,EVT012,LOC028,Tiruvallur,Tiruvallur Response Zone,T+72h,72,SIM002,13.143,79.9088,HUB001,39.76,750000,212704,28.36,42,5850,52350,58.9,50.69,70.1,52.49,355.18,5.0,27.04,1.41,5.27,0.0,0.0,0.0,0.0,0.0,4764,70.1,86.37,1193.5,701091,966926,16066,41268,48.96,Moderate,596,659,239,1494
ASM002598,EVT012,LOC028,Tiruvallur,Tiruvallur Response Zone,T+72h,72,SIM003,13.143,79.9088,HUB001,39.76,750000,260936,34.79,58,5340,60397,62.77,51.24,62.62,50.49,338.45,6.65,27.27,2.35,5.96,0.0,0.0,0.0,0.0,0.0,6400,62.62,89.98,1433.32,1022931,2693904,18874,133713,51.66,Moderate,800,810,218,1828
ASM002599,EVT012,LOC028,Tiruvallur,Tiruvallur Response Zone,T+72h,72,SIM004,13.143,79.9088,HUB001,39.76,750000,245190,32.69,17,6636,66000,62.3,67.75,54.69,52.54,421.75,27.32,24.32,1.53,5.1,0.0,0.0,0.0,0.0,0.0,5950,54.69,100.94,1379.4,1169998,1052191,31756,54041,55.11,Moderate,744,756,270,1770
ASM002600,EVT012,LOC028,Tiruvallur,Tiruvallur Response Zone,T+72h,72,SIM005,13.143,79.9088,HUB001,39.76,750000,258318,34.44,58,5606,72460,63.66,60.33,62.57,49.64,361.89,24.14,28.76,1.45,6.98,0.0,0.0,0.0,0.0,0.0,6462,62.57,94.43,1455.19,881787,1112602,16045,64458,53.51,Moderate,808,806,229,1843
ASM002601,EVT012,LOC009,Kancheepuram,Kancheepuram Response Zone,T+0h,0,SIM001,12.8342,79.7036,HUB001,67.38,600000,138830,23.14,27,2995,32968,30.58,48.29,62.48,31.01,442.28,26.12,27.37,2.39,5.01,0.0,0.0,0.0,0.0,0.0,1666,62.48,153.63,842.7,299395,920306,2726,34702,36.02,Low,209,394,123,726
ASM002602,EVT012,LOC009,Kancheepuram,Kancheepuram Response Zone,T+0h,0,SIM002,12.8342,79.7036,HUB001,67.38,600000,145858,24.31,28,2962,40674,38.28,58.89,62.24,35.86,249.53,24.09,26.19,1.74,3.38,0.0,0.0,0.0,0.0,0.0,1750,62.24,159.17,904.39,529186,861581,6014,39525,40.99,Low,219,422,122,763
ASM002603,EVT012,LOC009,Kancheepuram,Kancheepuram Response Zone,T+0h,0,SIM003,12.8342,79.7036,HUB001,67.38,600000,139704,23.28,19,3755,17337,37.48,31.46,66.86,37.47,362.04,27.01,28.51,1.21,6.97,0.0,0.0,0.0,0.0,0.0,1676,66.86,153.43,830.42,393492,486802,5250,10424,35.81,Low,210,408,154,772
ASM002604,EVT012,LOC009,Kancheepuram,Kancheepuram Response Zone,T+0h,0,SIM004,12.8342,79.7036,HUB001,67.38,600000,121498,20.25,12,1820,24585,31.43,42.66,65.7,26.83,423.09,17.66,29.9,1.9,1.89,0.0,0.0,0.0,0.0,0.0,1458,65.7,151.62,754.85,301305,662198,2006,19023,32.03,Low,183,346,76,605
ASM002605,EVT012,LOC009,Kancheepuram,Kancheepuram Response Zone,T+0h,0,SIM005,12.8342,79.7036,HUB001,67.38,600000,114993,19.17,8,1713,23263,35.76,38.38,68.83,26.19,285.72,22.3,28.0,1.77,5.63,0.0,0.0,0.0,0.0,0.0,1380,68.83,152.77,728.43,323100,765819,2272,21376,31.83,Low,173,327,71,571
ASM002606,EVT012,LOC009,Kancheepuram,Kancheepuram Response Zone,T+3h,3,SIM001,12.8342,79.7036,HUB001,67.38,600000,114260,19.04,12,1508,18668,44.63,42.56,66.02,29.99,225.97,15.45,30.33,0.94,4.98,0.0,0.0,0.0,0.0,0.0,1662,66.02,155.43,733.39,358984,530815,2408,12002,35.57,Low,208,335,63,606
ASM002607,EVT012,LOC009,Kancheepuram,Kancheepuram Response Zone,T+3h,3,SIM002,12.8342,79.7036,HUB001,67.38,600000,121377,20.23,14,1741,23253,35.43,36.46,62.89,30.64,366.21,29.62,27.16,2.32,3.53,0.0,0.0,0.0,0.0,0.0,1457,62.89,152.4,755.86,342071,1065330,2366,29896,32.78,Low,183,347,73,603
ASM002608,EVT012,LOC009,Kancheepuram,Kancheepuram Response Zone,T+3h,3,SIM003,12.8342,79.7036,HUB001,67.38,600000,131954,21.99,25,4127,17435,36.74,41.36,63.05,38.61,326.65,38.15,28.76,2.21,5.15,0.0,0.0,0.0,0.0,0.0,1583,63.05,150.98,796.29,270955,399747,3609,8299,37.55,Low,198,386,169,753
ASM002609,EVT012,LOC009,Kancheepuram,Kancheepuram Response Zone,T+3h,3,SIM004,12.8342,79.7036,HUB001,67.38,600000,109456,18.24,17,2676,29524,35.46,56.23,60.36,34.91,228.93,25.11,25.63,1.67,3.45,0.0,0.0,0.0,0.0,0.0,1313,60.36,157.15,725.35,416581,637879,5812,21263,38.49,Low,165,314,110,589
ASM002610,EVT012,LOC009,Kancheepuram,Kancheepuram Response Zone,T+3h,3,SIM005,12.8342,79.7036,HUB001,67.38,600000,139306,23.22,14,2463,31113,37.77,54.84,51.87,34.43,194.62,19.59,30.41,1.11,5.06,0.0,0.0,0.0,0.0,0.0,1672,51.87,163.82,867.45,575384,909528,6038,32296,39.65,Low,209,408,102,719
ASM002611,EVT012,LOC009,Kancheepuram,Kancheepuram Response Zone,T+6h,6,SIM001,12.8342,79.7036,HUB001,67.38,600000,168316,28.05,38,2221,17645,52.22,32.0,70.24,36.2,413.44,18.42,29.13,1.83,4.66,0.0,0.0,0.0,0.0,0.0,3151,70.24,150.27,968.83,637616,949010,4826,21463,38.88,Low,394,503,92,989
ASM002612,EVT012,LOC009,Kancheepuram,Kancheepuram Response Zone,T+6h,6,SIM002,12.8342,79.7036,HUB001,67.38,600000,158051,26.34,27,2525,35391,48.21,52.4,58.45,40.77,350.78,26.53,26.65,0.81,4.81,0.0,0.0,0.0,0.0,0.0,2610,58.45,156.03,960.42,414269,726627,3218,30418,43.25,Low,327,470,105,902
ASM002613,EVT012,LOC009,Kancheepuram,Kancheepuram Response Zone,T+6h,6,SIM003,12.8342,79.7036,HUB001,67.38,600000,165761,27.63,13,2769,32593,47.13,47.8,64.21,42.29,351.03,37.17,25.83,1.7,6.62,0.0,0.0,0.0,0.0,0.0,2639,64.21,153.76,983.88,522460,734502,4682,28673,42.38,Low,330,492,115,937
ASM002614,EVT012,LOC009,Kancheepuram,Kancheepuram Response Zone,T+6h,6,SIM004,12.8342,79.7036,HUB001,67.38,600000,168395,28.07,32,3321,23614,50.49,41.97,61.46,49.03,320.67,35.16,28.24,2.82,4.78,0.0,0.0,0.0,0.0,0.0,2993,61.46,151.21,990.82,556741,879042,6203,25583,44.56,Low,375,514,137,1026
ASM002615,EVT012,LOC009,Kancheepuram,Kancheepuram Response Zone,T+6h,6,SIM005,12.8342,79.7036,HUB001,67.38,600000,157851,26.31,14,4761,19094,42.71,40.49,67.13,39.49,176.99,45.9,26.06,1.52,6.35,0.0,0.0,0.0,0.0,0.0,2129,67.13,145.98,907.02,577105,899638,9936,20847,39.97,Low,267,463,194,924
ASM002616,EVT012,LOC009,Kancheepuram,Kancheepuram Response Zone,T+12h,12,SIM001,12.8342,79.7036,HUB001,67.38,600000,177995,29.67,27,5974,51675,52.99,63.92,58.84,51.26,256.41,31.93,30.7,1.82,5.06,0.0,0.0,0.0,0.0,0.0,3407,58.84,162.34,1110.93,677906,1039344,13922,61965,50.57,Moderate,426,552,244,1222
ASM002617,EVT012,LOC009,Kancheepuram,Kancheepuram Response Zone,T+12h,12,SIM002,12.8342,79.7036,HUB001,67.38,600000,141846,23.64,32,3498,36582,46.94,62.73,47.72,41.86,273.63,15.44,27.85,1.44,4.18,0.0,0.0,0.0,0.0,0.0,2244,47.72,168.08,907.02,401701,920512,5029,38388,46.3,Moderate,281,424,144,849
ASM002618,EVT012,LOC009,Kancheepuram,Kancheepuram Response Zone,T+12h,12,SIM003,12.8342,79.7036,HUB001,67.38,600000,156653,26.11,14,2864,43437,49.5,54.53,58.91,47.9,355.26,24.07,29.84,0.69,4.23,0.0,0.0,0.0,0.0,0.0,2698,58.91,160.19,988.71,525811,591652,5447,30288,45.63,Moderate,338,479,119,936
ASM002619,EVT012,LOC009,Kancheepuram,Kancheepuram Response Zone,T+12h,12,SIM004,12.8342,79.7036,HUB001,67.38,600000,121311,20.22,7,2230,26391,42.31,53.45,62.53,35.21,262.48,35.05,24.99,2.68,4.46,0.0,0.0,0.0,0.0,0.0,1610,62.53,154.05,771.31,430679,556388,4374,17041,39.47,Low,202,351,93,646
ASM002620,EVT012,LOC009,Kancheepuram,Kancheepuram Response Zone,T+12h,12,SIM005,12.8342,79.7036,HUB001,67.38,600000,168170,28.03,12,4084,19751,51.02,38.1,62.85,46.74,235.51,24.11,24.19,1.61,5.2,0.0,0.0,0.0,0.0,0.0,3037,62.85,152.22,974.08,745915,612845,11744,15139,43.88,Low,380,504,168,1052
ASM002621,EVT012,LOC009,Kancheepuram,Kancheepuram Response Zone,T+24h,24,SIM001,12.8342,79.7036,HUB001,67.38,600000,228089,38.01,16,8934,63969,77.71,77.13,47.45,68.73,347.48,30.02,26.87,2.47,6.54,0.0,0.0,0.0,0.0,0.0,7468,47.45,176.06,1434.15,1024086,1300781,29651,81683,65.82,High,934,749,364,2047
ASM002622,EVT012,LOC009,Kancheepuram,Kancheepuram Response Zone,T+24h,24,SIM002,12.8342,79.7036,HUB001,67.38,600000,219143,36.52,46,5564,25103,71.92,47.29,64.77,64.0,335.76,10.61,25.99,1.88,7.42,0.0,0.0,0.0,0.0,0.0,6476,64.77,154.22,1273.05,986603,1612261,18220,43102,56.4,Moderate,810,705,228,1743
ASM002623,EVT012,LOC009,Kancheepuram,Kancheepuram Response Zone,T+24h,24,SIM003,12.8342,79.7036,HUB001,67.38,600000,208685,34.78,51,5956,69764,70.41,76.51,46.93,59.47,370.92,20.5,29.04,1.55,5.95,0.0,0.0,0.0,0.0,0.0,5994,46.93,170.29,1328.89,812886,1344043,15427,90582,61.25,High,750,671,244,1665
ASM002624,EVT012,LOC009,Kancheepuram,Kancheepuram Response Zone,T+24h,24,SIM004,12.8342,79.7036,HUB001,67.38,600000,197227,32.87,45,4870,44353,73.72,69.87,55.53,59.66,300.58,23.69,27.28,1.73,7.33,0.0,0.0,0.0,0.0,0.0,6024,55.53,160.21,1217.49,1009905,2324220,19024,102487,59.96,Moderate,753,634,200,1587
ASM002625,EVT012,LOC009,Kancheepuram,Kancheepuram Response Zone,T+24h,24,SIM005,12.8342,79.7036,HUB001,67.38,600000,211022,35.17,44,4735,45223,66.88,60.51,51.06,55.29,354.89,10.34,29.51,1.86,5.06,0.0,0.0,0.0,0.0,0.0,5652,51.06,163.7,1273.2,869686,1320394,13133,60127,56.44,Moderate,707,671,195,1573
ASM002626,EVT012,LOC009,Kancheepuram,Kancheepuram Response Zone,T+36h,36,SIM001,12.8342,79.7036,HUB001,67.38,600000,235098,39.18,53,6017,49769,71.49,57.83,61.4,60.42,431.9,25.86,29.3,2.21,6.2,0.0,0.0,0.0,0.0,0.0,6893,61.4,160.55,1404.85,760104,1410399,11828,72118,58.41,Moderate,862,759,246,1867
ASM002627,EVT012,LOC009,Kancheepuram,Kancheepuram Response Zone,T+36h,36,SIM002,12.8342,79.7036,HUB001,67.38,600000,235098,39.18,57,5032,49898,76.67,62.13,58.73,55.19,343.64,9.03,25.28,2.07,6.48,0.0,0.0,0.0,0.0,0.0,7563,58.73,155.4,1392.88,1210830,1446819,19486,74087,59.88,Moderate,946,747,206,1899
ASM002628,EVT012,LOC009,Kancheepuram,Kancheepuram Response Zone,T+36h,36,SIM003,12.8342,79.7036,HUB001,67.38,600000,232116,38.69,30,3711,70333,77.72,78.63,53.59,56.5,389.38,33.41,30.89,1.54,6.24,0.0,0.0,0.0,0.0,0.0,7600,53.59,164.28,1447.23,1040816,1248718,11733,85823,62.33,High,950,755,154,1859
ASM002629,EVT012,LOC009,Kancheepuram,Kancheepuram Response Zone,T+36h,36,SIM004,12.8342,79.7036,HUB001,67.38,600000,232825,38.8,62,4065,34999,77.53,54.74,55.69,64.13,452.35,27.01,28.9,2.43,6.54,0.0,0.0,0.0,0.0,0.0,7599,55.69,158.15,1378.91,830609,1342706,9392,49499,59.69,Moderate,950,763,168,1881
ASM002630,EVT012,LOC009,Kancheepuram,Kancheepuram Response Zone,T+36h,36,SIM005,12.8342,79.7036,HUB001,67.38,600000,235098,39.18,22,4014,46214,81.51,68.03,53.89,59.26,374.88,29.34,30.04,1.37,6.51,0.0,0.0,0.0,0.0,0.0,8189,53.89,162.44,1420.63,840691,1903120,9133,89628,62.29,High,1024,771,166,1961
ASM002631,EVT012,LOC009,Kancheepuram,Kancheepuram Response Zone,T+48h,48,SIM001,12.8342,79.7036,HUB001,67.38,600000,226208,37.7,21,5771,41785,76.83,60.28,52.63,61.2,371.44,17.78,24.67,1.88,7.63,0.0,0.0,0.0,0.0,0.0,7297,52.63,163.49,1350.92,934064,1386555,22988,59834,60.74,High,913,726,236,1875
ASM002632,EVT012,LOC009,Kancheepuram,Kancheepuram Response Zone,T+48h,48,SIM002,12.8342,79.7036,HUB001,67.38,600000,225817,37.64,38,8524,35475,71.98,56.58,54.79,61.57,425.5,32.72,24.92,1.73,6.98,0.0,0.0,0.0,0.0,0.0,6682,54.79,162.21,1326.74,952645,1090066,35119,39940,58.62,Moderate,836,721,347,1904
ASM002633,EVT012,LOC009,Kancheepuram,Kancheepuram Response Zone,T+48h,48,SIM003,12.8342,79.7036,HUB001,67.38,600000,235098,39.18,65,3566,59003,75.75,67.78,59.54,57.33,156.52,37.45,28.04,1.59,4.43,0.0,0.0,0.0,0.0,0.0,7444,59.54,158.92,1422.83,949181,1138248,13531,67544,59.63,Moderate,931,757,148,1836
ASM002634,EVT012,LOC009,Kancheepuram,Kancheepuram Response Zone,T+48h,48,SIM004,12.8342,79.7036,HUB001,67.38,600000,228012,38.0,62,7949,55352,77.32,51.61,64.48,64.42,352.11,41.34,26.96,2.18,5.77,0.0,0.0,0.0,0.0,0.0,7416,64.48,151.54,1385.58,945420,1179844,32254,69467,59.14,Moderate,927,743,324,1994
ASM002635,EVT012,LOC009,Kancheepuram,Kancheepuram Response Zone,T+48h,48,SIM005,12.8342,79.7036,HUB001,67.38,600000,214833,35.81,53,5614,50545,73.73,60.17,54.17,55.24,448.47,32.1,30.27,1.64,7.15,0.0,0.0,0.0,0.0,0.0,6564,54.17,163.86,1316.06,1165658,1303232,32920,67539,58.22,Moderate,821,692,230,1743
ASM002636,EVT012,LOC009,Kancheepuram,Kancheepuram Response Zone,T+72h,72,SIM001,12.8342,79.7036,HUB001,67.38,600000,204036,34.01,43,4906,59630,66.08,68.95,49.12,51.91,310.29,27.42,30.38,1.62,5.33,0.0,0.0,0.0,0.0,0.0,5375,49.12,173.74,1276.68,957975,1683925,22857,98238,56.98,Moderate,672,646,201,1519
