Record_ID,State,Event_Date,Event_Name,Disaster_Type,District,Response_Zone,Assessment_Window,Scenario_Variant,Data_Type,Real_Anchor,Operational_Data_Status,Event_Date,Event_Name,Disaster_Type,District,Response_Zone,Assessment_Window,Population_Baseline_Est,Population_Affected_Est,Severity_Score,Fatalities_Est,Injured_Est,Houses_Damaged_Est,Infrastructure_Damage_Index,Rainfall_mm,Wind_Speed_kmph,Duration_Days,Accessibility_Score,Medical_Urgency_Score,Food_Stock_Available_packets,Water_Stock_Available_Liters,Medical_Kits_Available,Shelter_Capacity,Food_Required_packets,Water_Required_Liters,Medical_Kits_Required,Shelter_Spaces_Required,Food_Shortage_pct,Water_Shortage_pct,Medical_Shortage_pct,Shelter_Shortage_pct,Priority_Score,Rescue_Cases_Est,Required_Rescue_Personnel,Required_Distribution_Personnel,Required_Medical_Personnel,Recommended_Total_Personnel,Estimated_Distance_to_Hub_km,Estimated_Travel_Time_min,Estimated_Relief_Time_min
TNDR-04697,Tamil Nadu,2023-04-15,Tamil Nadu Forest Fire Season 2023,Wildfire,Dindigul,Oddanchatram,T+0h,1,Synthetic scenario anchored to real historical events,Event name/date/type + real TN administrative place,Simulated/derived for research prototype,2023-04-15,Tamil Nadu Forest Fire Season 2023,Wildfire,Dindigul,Oddanchatram,T+0h,300293,63978,6.6,10,136,2535,17494.0,16.0,62.0,4,49.2,66.7,34759,109497,522,9044,54938,120685,473,8968,36.2,7.0,0.0,0.0,49.1,1074,184,215,13,412,11.1,18.7,13857.6
TNDR-04698,Tamil Nadu,2018-11-16,Cyclone Gaja,Cyclone,Thanjavur,Orathanadu,T+72h,1,Synthetic scenario anchored to real historical events,Event name/date/type + real TN administrative place,Simulated/derived for research prototype,2018-11-16,Cyclone Gaja,Cyclone,Thanjavur,Orathanadu,T+72h,303923,99499,8.7,89,778,11012,17994.0,131.0,113.0,3,19.0,100.0,71755,215614,724,4844,92543,209083,1051,7643,21.6,0.0,26.9,41.1,71.9,3185,572,353,56,981,11.3,20.6,25370.1
TNDR-04699,Tamil Nadu,2017-01-10,North-East Monsoon Drought 2016-17,Drought,Salem,Salem,T+48h,1,Synthetic scenario anchored to real historical events,Event name/date/type + real TN administrative place,Simulated/derived for research prototype,2017-01-10,North-East Monsoon Drought 2016-17,Drought,Salem,Salem,T+48h,364442,92487,6.1,0,66,3609,22829.0,78.0,29.0,77,45.9,57.9,65645,158984,896,8619,114227,203910,1138,11433,44.5,19.8,19.0,25.4,50.1,2584,350,297,6,653,35.0,57.6,21428.5
TNDR-04700,Tamil Nadu,2023-12-18,South Tamil Nadu Floods 2023,Flood,Kanniyakumari,Thuckalay,T+36h,1,Synthetic scenario anchored to real historical events,Event name/date/type + real TN administrative place,Simulated/derived for research prototype,2023-12-18,South Tamil Nadu Floods 2023,Flood,Kanniyakumari,Thuckalay,T+36h,278131,130860,10.0,121,965,9538,33964.0,472.0,33.0,3,10.0,100.0,188731,330015,2383,11004,194262,388820,2145,18416,2.7,9.9,0.0,40.8,78.4,4193,798,444,77,1319,7.7,14.9,32677.8
TNDR-04701,Tamil Nadu,2024-11-30,Cyclone Fengal,Cyclone,Tiruvallur,Ponneri,T+6h,1,Synthetic scenario anchored to real historical events,Event name/date/type + real TN administrative place,Simulated/derived for research prototype,2024-11-30,Cyclone Fengal,Cyclone,Tiruvallur,Ponneri,T+6h,478182,235080,9.2,210,2068,16116,63313.0,440.0,112.0,5,30.0,98.5,320915,791532,2854,48735,322353,689814,3625,41929,2.9,0.0,16.5,0.0,71.0,8828,1224,807,155,2186,45.5,85.0,60665.6
TNDR-04702,Tamil Nadu,2016-12-12,Cyclone Vardah,Cyclone,Tiruvallur,Avadi,T+36h,1,Synthetic scenario anchored to real historical events,Event name/date/type + real TN administrative place,Simulated/derived for research prototype,2016-12-12,Cyclone Vardah,Cyclone,Tiruvallur,Avadi,T+36h,508824,172322,8.2,118,1347,3525,21582.0,345.0,140.0,7,28.3,90.2,219386,469844,1117,14405,274474,436743,1666,20143,13.8,0.0,32.7,28.1,66.1,3041,468,476,103,1047,32.8,58.7,37055.4
TNDR-04703,Tamil Nadu,2015-12-02,Chennai Floods 2015,Flood,Tiruvallur,Avadi,T+72h,1,Synthetic scenario anchored to real historical events,Event name/date/type + real TN administrative place,Simulated/derived for research prototype,2015-12-02,Chennai Floods 2015,Flood,Tiruvallur,Avadi,T+72h,540418,206707,9.5,169,1521,27571,101024.0,181.0,48.0,7,30.5,100.0,216905,391724,1850,27348,235585,369383,2202,29150,6.3,0.0,12.9,8.4,70.8,7790,1156,539,126,1821,36.6,69.3,64310.0
TNDR-04704,Tamil Nadu,2024-11-30,Cyclone Fengal,Cyclone,Dharmapuri,Dharmapuri,T+6h,1,Synthetic scenario anchored to real historical events,Event name/date/type + real TN administrative place,Simulated/derived for research prototype,2024-11-30,Cyclone Fengal,Cyclone,Dharmapuri,Dharmapuri,T+6h,339739,155767,8.4,140,1349,13114,29115.0,281.0,124.0,2,33.8,87.2,207994,460847,1756,23452,249919,500124,2233,25586,14.0,7.7,22.3,12.8,66.7,5395,923,559,98,1580,9.2,16.7,50477.7
TNDR-04705,Tamil Nadu,2017-01-10,North-East Monsoon Drought 2016-17,Drought,Erode,Gobichettipalayam,T+36h,1,Synthetic scenario anchored to real historical events,Event name/date/type + real TN administrative place,Simulated/derived for research prototype,2017-01-10,North-East Monsoon Drought 2016-17,Drought,Erode,Gobichettipalayam,T+36h,334535,84699,6.9,10,41,1722,13342.0,46.0,25.0,85,34.4,62.7,100845,240572,1178,8682,140532,240968,1081,8385,31.6,0.0,0.0,0.0,52.4,1659,235,312,3,550,11.0,18.7,23263.0
TNDR-04706,Tamil Nadu,2020-12-03,Cyclone Burevi,Cyclone,Tirunelveli,Ambasamudram,T+36h,1,Synthetic scenario anchored to real historical events,Event name/date/type + real TN administrative place,Simulated/derived for research prototype,2020-12-03,Cyclone Burevi,Cyclone,Tirunelveli,Ambasamudram,T+36h,234183,78752,7.6,53,601,8603,15462.0,283.0,153.0,5,29.9,77.2,100469,199546,573,10113,123954,200039,888,10526,21.9,0.0,39.2,0.0,60.6,2101,289,352,44,685,24.4,42.7,18473.4
TNDR-04707,Tamil Nadu,2004-12-26,Indian Ocean Tsunami 2004,Tsunami,Villupuram,Tindivanam,T+0h,1,Synthetic scenario anchored to real historical events,Event name/date/type + real TN administrative place,Simulated/derived for research prototype,2004-12-26,Indian Ocean Tsunami 2004,Tsunami,Villupuram,Tindivanam,T+0h,320192,153514,9.6,796,7319,10518,69875.0,7.0,22.0,1,19.0,100.0,108477,325303,3509,28121,132439,304597,6103,25804,18.6,0.0,41.2,0.0,76.0,9559,1541,452,515,2508,46.6,88.7,56158.7
TNDR-04708,Tamil Nadu,2024-05-25,Tamil Nadu Heatwave Season 2024,Heatwave,Tiruchirappalli,Tiruchirappalli,T+24h,1,Synthetic scenario anchored to real historical events,Event name/date/type + real TN administrative place,Simulated/derived for research prototype,2024-05-25,Tamil Nadu Heatwave Season 2024,Heatwave,Tiruchirappalli,Tiruchirappalli,T+24h,387318,156772,7.6,35,279,15764,59376.0,12.0,19.0,9,40.2,69.5,183770,651952,1376,17481,247524,594704,1480,17372,24.5,0.0,3.3,4.4,57.0,1854,276,572,25,873,17.3,30.2,28217.3
TNDR-04709,Tamil Nadu,2024-05-25,Tamil Nadu Heatwave Season 2024,Heatwave,Vellore,Gudiyatham,T+48h,1,Synthetic scenario anchored to real historical events,Event name/date/type + real TN administrative place,Simulated/derived for research prototype,2024-05-25,Tamil Nadu Heatwave Season 2024,Heatwave,Vellore,Gudiyatham,T+48h,358524,143574,7.6,24,259,12733,33368.0,8.0,26.0,10,38.0,70.9,174718,309806,612,13852,161046,381364,914,17388,0.0,15.4,34.1,18.8,59.5,2937,500,490,18,1008,7.7,13.5,34899.0
TNDR-04710,Tamil Nadu,2017-01-10,North-East Monsoon Drought 2016-17,Drought,Cuddalore,Panruti,T+3h,1,Synthetic scenario anchored to real historical events,Event name/date/type + real TN administrative place,Simulated/derived for research prototype,2017-01-10,North-East Monsoon Drought 2016-17,Drought,Cuddalore,Panruti,T+3h,369027,129710,5.9,5,77,3073,30384.0,55.0,30.0,44,49.7,55.6,135439,197588,658,9417,161228,325813,737,16075,17.7,36.9,13.9,41.5,49.5,3611,532,383,8,923,39.4,64.3,34698.4
TNDR-04711,Tamil Nadu,2023-12-04,Cyclone Michaung,Cyclone,Chengalpattu,Tambaram,T+6h,1,Synthetic scenario anchored to real historical events,Event name/date/type + real TN administrative place,Simulated/derived for research prototype,2023-12-04,Cyclone Michaung,Cyclone,Chengalpattu,Tambaram,T+6h,265867,109116,8.9,84,899,8649,22649.0,301.0,123.0,7,24.3,99.4,190679,287015,1560,10734,175595,274480,1711,17902,0.0,0.0,4.8,39.5,70.9,4063,742,469,69,1280,50.5,93.0,31183.2
TNDR-04712,Tamil Nadu,2017-01-10,North-East Monsoon Drought 2016-17,Drought,Cuddalore,Panruti,T+0h,1,Synthetic scenario anchored to real historical events,Event name/date/type + real TN administrative place,Simulated/derived for research prototype,2017-01-10,North-East Monsoon Drought 2016-17,Drought,Cuddalore,Panruti,T+0h,387158,112879,6.0,7,71,10067,11127.0,104.0,26.0,71,60.7,64.1,88220,260449,756,9486,102447,234519,783,17680,15.8,0.0,0.0,43.7,46.7,3177,554,375,6,935,15.7,25.7,34114.6
TNDR-04713,Tamil Nadu,2017-01-10,North-East Monsoon Drought 2016-17,Drought,Cuddalore,Panruti,T+36h,1,Synthetic scenario anchored to real historical events,Event name/date/type + real TN administrative place,Simulated/derived for research prototype,2017-01-10,North-East Monsoon Drought 2016-17,Drought,Cuddalore,Panruti,T+36h,419136,130525,6.5,6,83,6319,15624.0,35.0,20.0,85,39.3,64.0,157217,429274,518,9481,201422,459367,806,13878,23.7,0.5,36.2,31.7,53.9,1688,238,520,8,766,6.5,10.8,25795.5
TNDR-04714,Tamil Nadu,2017-01-10,North-East Monsoon Drought 2016-17,Drought,Erode,Bhavani,T+72h,1,Synthetic scenario anchored to real historical events,Event name/date/type + real TN administrative place,Simulated/derived for research prototype,2017-01-10,North-East Monsoon Drought 2016-17,Drought,Erode,Bhavani,T+72h,288237,81083,5.0,4,58,3209,12752.0,43.0,27.0,70,53.6,50.3,72927,140414,304,7021,82048,167363,498,10739,6.8,16.5,36.9,37.3,43.5,1425,231,253,5,489,35.0,55.3,14970.8
TNDR-04715,Tamil Nadu,2024-04-15,Tamil Nadu Forest Fire Season 2024,Wildfire,Krishnagiri,Hosur,T+24h,1,Synthetic scenario anchored to real historical events,Event name/date/type + real TN administrative place,Simulated/derived for research prototype,2024-04-15,Tamil Nadu Forest Fire Season 2024,Wildfire,Krishnagiri,Hosur,T+24h,243345,70088,7.6,29,176,6017,28853.0,12.0,23.0,15,54.6,85.4,87229,121873,379,7387,141391,212442,451,11188,36.1,40.7,14.8,33.2,60.2,1383,239,271,13,523,36.1,63.0,16391.2
TNDR-04716,Tamil Nadu,2017-01-10,North-East Monsoon Drought 2016-17,Drought,Salem,Salem,T+0h,1,Synthetic scenario anchored to real historical events,Event name/date/type + real TN administrative place,Simulated/derived for research prototype,2017-01-10,North-East Monsoon Drought 2016-17,Drought,Salem,Salem,T+0h,508974,98765,6.3,4,56,2146,8343.0,45.0,27.0,75,49.5,56.3,62407,243788,455,6991,111348,203040,744,12104,41.2,0.0,40.5,42.2,49.1,1733,253,415,6,674,15.6,25.8,22952.3
TNDR-04717,Tamil Nadu,2024-11-30,Cyclone Fengal,Cyclone,Kancheepuram,Sriperumbudur,T+12h,1,Synthetic scenario anchored to real historical events,Event name/date/type + real TN administrative place,Simulated/derived for research prototype,2024-11-30,Cyclone Fengal,Cyclone,Kancheepuram,Sriperumbudur,T+12h,356217,135986,9.2,128,1194,9394,32969.0,436.0,113.0,5,30.2,97.1,135986,326802,1169,13688,182142,399435,1229,23502,29.5,21.3,7.1,37.5,72.4,5037,666,529,87,1282,33.0,61.8,43309.3
TNDR-04718,Tamil Nadu,2004-12-26,Indian Ocean Tsunami 2004,Tsunami,Kanniyakumari,Colachel,T+0h,1,Synthetic scenario anchored to real historical events,Event name/date/type + real TN administrative place,Simulated/derived for research prototype,2004-12-26,Indian Ocean Tsunami 2004,Tsunami,Kanniyakumari,Colachel,T+0h,288745,130528,10.0,747,6069,18706,40464.0,8.0,29.0,1,28.5,100.0,88013,210931,2935,5710,122336,245468,4281,9929,28.3,18.1,30.8,42.2,77.5,7895,1068,407,439,1914,43.3,83.8,60219.8
TNDR-04719,Tamil Nadu,2017-01-10,North-East Monsoon Drought 2016-17,Drought,Nagapattinam,Kilvelur,T+48h,1,Synthetic scenario anchored to real historical events,Event name/date/type + real TN administrative place,Simulated/derived for research prototype,2017-01-10,North-East Monsoon Drought 2016-17,Drought,Nagapattinam,Kilvelur,T+48h,225560,51767,6.0,3,39,4610,7018.0,51.0,28.0,73,56.1,65.1,53705,65365,542,9328,71318,114880,631,7975,25.0,42.1,9.6,0.0,47.8,721,101,183,3,287,30.6,50.2,12446.5
TNDR-04720,Tamil Nadu,2024-05-25,Tamil Nadu Heatwave Season 2024,Heatwave,Tiruchirappalli,Tiruchirappalli,T+3h,1,Synthetic scenario anchored to real historical events,Event name/date/type + real TN administrative place,Simulated/derived for research prototype,2024-05-25,Tamil Nadu Heatwave Season 2024,Heatwave,Tiruchirappalli,Tiruchirappalli,T+3h,467310,175958,6.8,23,302,18732,20924.0,16.0,16.0,11,46.7,62.0,166326,241670,1874,13350,259055,381453,2250,14930,31.8,36.8,16.0,10.2,54.4,2165,409,445,21,875,24.8,42.0,25630.4
TNDR-04721,Tamil Nadu,2024-04-15,Tamil Nadu Forest Fire Season 2024,Wildfire,Dindigul,Dindigul,T+24h,1,Synthetic scenario anchored to real historical events,Event name/date/type + real TN administrative place,Simulated/derived for research prototype,2024-04-15,Tamil Nadu Forest Fire Season 2024,Wildfire,Dindigul,Dindigul,T+24h,348188,150773,6.5,43,371,14941,55497.0,5.0,58.0,6,52.0,61.4,223308,364374,1013,11558,303366,492631,1679,14927,28.0,31.5,41.7,22.2,54.9,4672,620,608,28,1256,15.1,25.3,45008.3
TNDR-04722,Tamil Nadu,2015-12-02,Chennai Floods 2015,Flood,Kancheepuram,Sriperumbudur,T+6h,1,Synthetic scenario anchored to real historical events,Event name/date/type + real TN administrative place,Simulated/derived for research prototype,2015-12-02,Chennai Floods 2015,Flood,Kancheepuram,Sriperumbudur,T+6h,353497,119951,9.4,93,1009,7981,37796.0,295.0,35.0,6,17.8,97.2,201210,250625,1001,14093,204304,389079,1707,22435,0.5,36.6,44.0,38.0,75.8,4231,571,448,81,1100,33.2,62.6,47841.0
TNDR-04723,Tamil Nadu,2011-12-30,Cyclone Thane,Cyclone,Cuddalore,Chidambaram,T+72h,1,Synthetic scenario anchored to real historical events,Event name/date/type + real TN administrative place,Simulated/derived for research prototype,2011-12-30,Cyclone Thane,Cyclone,Cuddalore,Chidambaram,T+72h,473544,203612,7.5,148,1808,22952,63800.0,194.0,135.0,1,38.1,93.3,142651,309051,1578,24430,206066,408544,1929,25230,31.7,26.3,18.1,5.0,65.2,6518,1071,871,114,2056,20.6,35.9,63417.6
TNDR-04724,Tamil Nadu,2011-12-30,Cyclone Thane,Cyclone,Cuddalore,Virudhachalam,T+6h,1,Synthetic scenario anchored to real historical events,Event name/date/type + real TN administrative place,Simulated/derived for research prototype,2011-12-30,Cyclone Thane,Cyclone,Cuddalore,Virudhachalam,T+6h,445287,146551,8.7,126,1248,5776,59770.0,348.0,114.0,6,25.9,97.6,150583,404470,2203,12191,241605,370616,2203,22023,36.3,0.0,5.0,44.5,70.2,4364,597,399,82,1078,8.2,14.9,34393.2
TNDR-04725,Tamil Nadu,2023-12-18,South Tamil Nadu Floods 2023,Flood,Kanniyakumari,Thuckalay,T+72h,1,Synthetic scenario anchored to real historical events,Event name/date/type + real TN administrative place,Simulated/derived for research prototype,2023-12-18,South Tamil Nadu Floods 2023,Flood,Kanniyakumari,Thuckalay,T+72h,274789,103560,9.2,77,801,6233,19389.0,270.0,31.0,5,9.6,100.0,71193,204456,931,16909,97636,224766,1031,16385,26.6,6.8,10.0,0.0,74.2,2760,356,303,52,711,47.7,89.1,28719.9
TNDR-04726,Tamil Nadu,2018-11-16,Cyclone Gaja,Cyclone,Pudukkottai,Pudukkottai,T+24h,1,Synthetic scenario anchored to real historical events,Event name/date/type + real TN administrative place,Simulated/derived for research prototype,2018-11-16,Cyclone Gaja,Cyclone,Pudukkottai,Pudukkottai,T+24h,247366,126107,9.5,102,1057,3326,63219.0,372.0,120.0,4,15.1,100.0,149688,389486,1080,25783,202906,358463,1734,22865,27.4,0.0,38.2,0.0,77.0,3898,531,329,96,956,6.6,12.4,40453.1
TNDR-04727,Tamil Nadu,2020-11-25,Cyclone Nivar,Cyclone,Tiruvallur,Gummidipoondi,T+3h,1,Synthetic scenario anchored to real historical events,Event name/date/type + real TN administrative place,Simulated/derived for research prototype,2020-11-25,Cyclone Nivar,Cyclone,Tiruvallur,Gummidipoondi,T+3h,358671,129296,8.0,117,1032,4074,20541.0,243.0,134.0,4,20.0,100.0,143569,281950,1445,24273,161428,273985,1792,23479,5.8,0.0,22.3,1.7,67.7,3934,522,401,90,1013,49.0,87.0,37427.9
TNDR-04728,Tamil Nadu,2023-12-18,South Tamil Nadu Floods 2023,Flood,Tenkasi,Kadayanallur,T+36h,1,Synthetic scenario anchored to real historical events,Event name/date/type + real TN administrative place,Simulated/derived for research prototype,2023-12-18,South Tamil Nadu Floods 2023,Flood,Tenkasi,Kadayanallur,T+36h,292859,128710,9.1,92,888,13200,51163.0,497.0,64.0,6,16.7,88.6,138817,340850,2069,25712,223987,433440,2007,22695,38.0,19.7,0.0,0.0,71.9,3013,405,386,78,869,6.1,11.3,36868.1
TNDR-04729,Tamil Nadu,2018-11-16,Cyclone Gaja,Cyclone,Pudukkottai,Aranthangi,T+3h,1,Synthetic scenario anchored to real historical events,Event name/date/type + real TN administrative place,Simulated/derived for research prototype,2018-11-16,Cyclone Gaja,Cyclone,Pudukkottai,Aranthangi,T+3h,340224,154916,9.0,146,1242,3428,59337.0,259.0,123.0,3,30.0,94.8,120100,238013,1257,25978,188003,337590,1565,29491,37.4,27.1,17.7,12.1,71.8,3790,563,469,98,1130,21.8,40.3,35194.6
TNDR-04730,Tamil Nadu,2023-12-18,South Tamil Nadu Floods 2023,Flood,Tirunelveli,Tirunelveli,T+24h,1,Synthetic scenario anchored to real historical events,Event name/date/type + real TN administrative place,Simulated/derived for research prototype,2023-12-18,South Tamil Nadu Floods 2023,Flood,Tirunelveli,Tirunelveli,T+24h,373971,98872,9.5,89,737,13740,33161.0,465.0,34.0,8,15.5,96.7,145552,294105,781,11212,179698,339375,1391,17450,20.2,7.7,43.8,39.7,74.5,3619,535,277,62,874,40.6,76.8,33075.4
TNDR-04731,Tamil Nadu,2023-04-15,Tamil Nadu Forest Fire Season 2023,Wildfire,Dindigul,Palani,T+6h,1,Synthetic scenario anchored to real historical events,Event name/date/type + real TN administrative place,Simulated/derived for research prototype,2023-04-15,Tamil Nadu Forest Fire Season 2023,Wildfire,Dindigul,Palani,T+6h,282388,104492,7.0,20,244,9658,34757.0,26.0,24.0,7,46.3,68.3,121791,213514,467,9430,170620,283977,827,16482,32.3,25.6,44.0,43.2,58.6,3344,616,308,19,943,16.9,28.8,27544.0
TNDR-04732,Tamil Nadu,2024-11-30,Cyclone Fengal,Cyclone,Kallakurichi,Sankarapuram,T+0h,1,Synthetic scenario anchored to real historical events,Event name/date/type + real TN administrative place,Simulated/derived for research prototype,2024-11-30,Cyclone Fengal,Cyclone,Kallakurichi,Sankarapuram,T+0h,288992,80341,8.0,70,734,5909,20758.0,182.0,136.0,8,46.8,93.1,92567,101419,927,9315,85537,145258,927,10504,0.0,36.6,2.9,6.2,60.7,2398,376,348,51,775,24.4,43.2,27530.7
TNDR-04733,Tamil Nadu,2023-12-18,South Tamil Nadu Floods 2023,Flood,Ramanathapuram,Ramanathapuram,T+48h,1,Synthetic scenario anchored to real historical events,Event name/date/type + real TN administrative place,Simulated/derived for research prototype,2023-12-18,South Tamil Nadu Floods 2023,Flood,Ramanathapuram,Ramanathapuram,T+48h,297000,133014,9.2,95,891,7449,30442.0,449.0,55.0,5,29.3,100.0,190877,239506,1678,15330,183048,269659,1373,18424,0.0,14.6,0.0,13.1,71.2,3212,417,417,86,920,29.1,54.4,27939.7
TNDR-04734,Tamil Nadu,2024-11-30,Cyclone Fengal,Cyclone,Ranipet,Arcot,T+3h,1,Synthetic scenario anchored to real historical events,Event name/date/type + real TN administrative place,Simulated/derived for research prototype,2024-11-30,Cyclone Fengal,Cyclone,Ranipet,Arcot,T+3h,255915,98400,8.5,86,825,3315,33925.0,321.0,136.0,3,18.8,100.0,139742,190805,1310,9838,133618,257327,1250,13454,0.0,27.6,0.0,23.2,70.8,2543,434,261,56,751,16.7,30.2,26137.1
TNDR-04735,Tamil Nadu,2020-11-25,Cyclone Nivar,Cyclone,Chennai,Velachery,T+6h,1,Synthetic scenario anchored to real historical events,Event name/date/type + real TN administrative place,Simulated/derived for research prototype,2020-11-25,Cyclone Nivar,Cyclone,Chennai,Velachery,T+6h,577455,191235,9.1,165,1658,8177,73261.0,384.0,132.0,7,19.3,96.4,196829,548592,3085,17000,292044,628368,3445,20130,31.1,12.8,8.9,17.7,71.9,3754,674,606,130,1410,25.7,47.9,42339.2
TNDR-04736,Tamil Nadu,2016-12-12,Cyclone Vardah,Cyclone,Chengalpattu,Vandalur,T+24h,1,Synthetic scenario anchored to real historical events,Event name/date/type + real TN administrative place,Simulated/derived for research prototype,2016-12-12,Cyclone Vardah,Cyclone,Chengalpattu,Vandalur,T+24h,246009,70637,8.2,56,662,3678,7876.0,354.0,138.0,7,29.7,99.5,145042,198957,913,12710,133849,215245,1196,11670,0.0,11.1,25.3,0.0,65.7,2360,450,313,44,807,42.1,75.4,17149.6
TNDR-04737,Tamil Nadu,2019-05-25,Tamil Nadu Heatwave Season 2019,Heatwave,Tiruvallur,Ponneri,T+72h,1,Synthetic scenario anchored to real historical events,Event name/date/type + real TN administrative place,Simulated/derived for research prototype,2019-05-25,Tamil Nadu Heatwave Season 2019,Heatwave,Tiruvallur,Ponneri,T+72h,440136,127974,6.5,17,222,4878,46289.0,14.0,20.0,10,37.1,63.9,136322,116965,644,13393,144141,212975,875,14557,0.0,44.1,28.5,8.4,53.5,2952,564,526,23,1113,43.6,73.0,30574.3
TNDR-04738,Tamil Nadu,2024-11-30,Cyclone Fengal,Cyclone,Cuddalore,Panruti,T+0h,1,Synthetic scenario anchored to real historical events,Event name/date/type + real TN administrative place,Simulated/derived for research prototype,2024-11-30,Cyclone Fengal,Cyclone,Cuddalore,Panruti,T+0h,430226,140303,8.4,116,1186,6981,63029.0,154.0,101.0,3,15.0,99.8,139029,304452,1334,31579,124886,285544,2020,28617,0.0,0.0,35.6,0.0,69.7,4329,661,363,98,1122,45.7,82.4,36654.2
TNDR-04739,Tamil Nadu,2024-04-15,Tamil Nadu Forest Fire Season 2024,Wildfire,Dindigul,Kodaikanal,T+48h,1,Synthetic scenario anchored to real historical events,Event name/date/type + real TN administrative place,Simulated/derived for research prototype,2024-04-15,Tamil Nadu Forest Fire Season 2024,Wildfire,Dindigul,Kodaikanal,T+48h,354672,113728,7.5,21,245,11310,27762.0,25.0,33.0,7,53.6,72.9,96673,243091,681,23392,128037,310491,1238,21220,23.9,16.5,43.6,0.0,56.0,3296,631,367,20,1018,9.8,17.0,30917.9
TNDR-04740,Tamil Nadu,2004-12-26,Indian Ocean Tsunami 2004,Tsunami,Chennai,Perambur,T+72h,1,Synthetic scenario anchored to real historical events,Event name/date/type + real TN administrative place,Simulated/derived for research prototype,2004-12-26,Indian Ocean Tsunami 2004,Tsunami,Chennai,Perambur,T+72h,718904,251057,10.0,1374,11511,28883,54757.0,0.0,19.0,1,18.2,100.0,228206,310943,8785,41219,208637,373523,8658,38939,0.0,17.5,0.0,0.0,73.2,15239,2784,998,1049,4831,39.3,76.1,108390.3
TNDR-04741,Tamil Nadu,2024-04-15,Tamil Nadu Forest Fire Season 2024,Wildfire,Salem,Salem,T+36h,1,Synthetic scenario anchored to real historical events,Event name/date/type + real TN administrative place,Simulated/derived for research prototype,2024-04-15,Tamil Nadu Forest Fire Season 2024,Wildfire,Salem,Salem,T+36h,494661,168561,7.6,25,443,20081,58151.0,25.0,52.0,10,31.5,71.7,208576,435550,1293,27474,273150,464567,1618,24514,21.8,0.2,17.0,0.0,58.5,3439,437,724,30,1191,6.6,11.5,49661.5
TNDR-04742,Tamil Nadu,2023-04-15,Tamil Nadu Forest Fire Season 2023,Wildfire,Erode,Gobichettipalayam,T+36h,1,Synthetic scenario anchored to real historical events,Event name/date/type + real TN administrative place,Simulated/derived for research prototype,2023-04-15,Tamil Nadu Forest Fire Season 2023,Wildfire,Erode,Gobichettipalayam,T+36h,422110,132431,6.6,23,308,8693,48422.0,25.0,51.0,2,48.6,58.8,222187,250900,1066,10442,227540,342942,1375,12870,2.0,27.9,23.2,22.5,50.7,2503,369,489,27,885,16.2,27.1,31676.2
TNDR-04743,Tamil Nadu,2018-11-16,Cyclone Gaja,Cyclone,Dindigul,Dindigul,T+36h,1,Synthetic scenario anchored to real historical events,Event name/date/type + real TN administrative place,Simulated/derived for research prototype,2018-11-16,Cyclone Gaja,Cyclone,Dindigul,Dindigul,T+36h,247918,84168,9.6,69,616,3768,40726.0,334.0,143.0,6,23.6,99.9,98514,153982,993,18285,123453,255619,966,15849,23.4,38.3,0.0,0.0,73.0,2860,368,329,65,762,50.3,95.5,28669.0
TNDR-04744,Tamil Nadu,2017-01-10,North-East Monsoon Drought 2016-17,Drought,Tiruchirappalli,Lalgudi,T+24h,1,Synthetic scenario anchored to real historical events,Event name/date/type + real TN administrative place,Simulated/derived for research prototype,2017-01-10,North-East Monsoon Drought 2016-17,Drought,Tiruchirappalli,Lalgudi,T+24h,322843,111530,6.6,9,79,9366,41086.0,45.0,25.0,66,51.2,78.4,198916,274772,565,18624,211578,339615,766,23048,5.3,18.0,23.0,16.6,54.8,1651,284,334,5,623,42.4,71.1,25839.7
TNDR-04745,Tamil Nadu,2004-12-26,Indian Ocean Tsunami 2004,Tsunami,Tiruvallur,Gummidipoondi,T+48h,1,Synthetic scenario anchored to real historical events,Event name/date/type + real TN administrative place,Simulated/derived for research prototype,2004-12-26,Indian Ocean Tsunami 2004,Tsunami,Tiruvallur,Gummidipoondi,T+48h,493252,175219,9.8,978,8651,11377,58201.0,15.0,48.0,1,34.7,100.0,128155,434886,3802,25843,207726,479542,6765,27953,38.2,11.1,42.7,12.9,73.7,11475,1535,425,530,2490,12.0,23.1,89785.3
TNDR-04746,Tamil Nadu,2015-12-02,Chennai Floods 2015,Flood,Kancheepuram,Walajabad,T+3h,1,Synthetic scenario anchored to real historical events,Event name/date/type + real TN administrative place,Simulated/derived for research prototype,2015-12-02,Chennai Floods 2015,Flood,Kancheepuram,Walajabad,T+3h,264236,90153,9.5,74,581,3941,14957.0,321.0,21.0,7,21.7,100.0,96104,220816,690,9885,97297,256066,1290,14554,3.8,11.6,44.4,30.8,74.2,3001,397,285,44,726,9.3,17.5,19540.9
TNDR-04747,Tamil Nadu,2023-12-04,Cyclone Michaung,Cyclone,Chennai,Perambur,T+36h,1,Synthetic scenario anchored to real historical events,Event name/date/type + real TN administrative place,Simulated/derived for research prototype,2023-12-04,Cyclone Michaung,Cyclone,Chennai,Perambur,T+36h,696172,297313,9.2,260,2418,27846,113597.0,279.0,153.0,6,9.4,100.0,556932,571265,2535,33233,472203,747157,3195,53253,0.0,23.2,19.3,39.3,76.5,5500,798,989,169,1956,28.7,53.6,67732.8
