Assessment_ID,Event_ID,District,Response_Zone,Hours_Since_Disaster,Hub_ID,Priority_Score,Priority_Level,Estimated_Travel_Time_min,Distance_to_Hub_km,Predicted_Food_Demand,Food_Allocated,Food_Unmet,Remaining_Food_Inventory,Predicted_Water_Demand,Water_Allocated,Water_Unmet,Remaining_Water_Inventory,Predicted_Medical_Demand,Medical_Allocated,Medical_Unmet,Remaining_Medical_Inventory,Predicted_Shelter_Demand,Shelter_Allocated,Shelter_Unmet,Remaining_Shelter_Inventory
ASM002169,EVT011,Cuddalore,Cuddalore Response Zone,3,HUB001,55.76,Moderate,10.03,0.0,561938,0.0,561938.0,299979.0,868151,0.0,868151.0,1012523.0,20969,0.0,20969.0,3861.0,74830,0.0,74830.0,135945.0
ASM002170,EVT011,Cuddalore,Cuddalore Response Zone,3,HUB001,50.43,Moderate,11.42,0.0,538628,0.0,538628.0,299979.0,936195,0.0,936195.0,1012523.0,15968,0.0,15968.0,3861.0,49052,0.0,49052.0,135945.0
ASM002171,EVT011,Cuddalore,Cuddalore Response Zone,6,HUB001,55.59,Moderate,10.68,0.0,543430,0.0,543430.0,299979.0,1307541,0.0,1307541.0,1012523.0,25170,0.0,25170.0,3861.0,99078,0.0,99078.0,135945.0
ASM002172,EVT011,Cuddalore,Cuddalore Response Zone,6,HUB001,58.03,Moderate,10.0,0.0,566684,0.0,566684.0,299979.0,1108313,0.0,1108313.0,1012523.0,22286,0.0,22286.0,3861.0,112584,0.0,112584.0,135945.0
ASM002173,EVT011,Cuddalore,Cuddalore Response Zone,6,HUB001,50.61,Moderate,10.0,0.0,532198,0.0,532198.0,299979.0,1063665,0.0,1063665.0,1012523.0,17815,0.0,17815.0,3861.0,45742,0.0,45742.0,135945.0
ASM002174,EVT011,Cuddalore,Cuddalore Response Zone,6,HUB001,49.16,Moderate,10.0,0.0,495388,0.0,495388.0,299979.0,993777,0.0,993777.0,1012523.0,8284,0.0,8284.0,3861.0,83943,0.0,83943.0,135945.0
ASM002175,EVT011,Cuddalore,Cuddalore Response Zone,6,HUB001,44.03,Low,10.0,0.0,415568,0.0,415568.0,299979.0,710606,0.0,710606.0,1012523.0,14417,0.0,14417.0,3861.0,30679,0.0,30679.0,135945.0
ASM002176,EVT011,Cuddalore,Cuddalore Response Zone,12,HUB001,65.07,High,11.0,0.0,834146,0.0,834146.0,299979.0,1232442,0.0,1232442.0,1012523.0,30136,0.0,30136.0,3861.0,102140,0.0,102140.0,135945.0
ASM002177,EVT011,Cuddalore,Cuddalore Response Zone,12,HUB001,57.93,Moderate,10.0,0.0,568278,0.0,568278.0,299979.0,1011280,0.0,1011280.0,1012523.0,21121,0.0,21121.0,3861.0,66770,0.0,66770.0,135945.0
ASM002178,EVT011,Cuddalore,Cuddalore Response Zone,12,HUB001,59.6,Moderate,10.0,0.0,595996,0.0,595996.0,299979.0,853065,0.0,853065.0,1012523.0,21814,0.0,21814.0,3861.0,78649,0.0,78649.0,135945.0
ASM002179,EVT011,Cuddalore,Cuddalore Response Zone,12,HUB001,56.04,Moderate,10.0,0.0,639229,0.0,639229.0,299979.0,903635,0.0,903635.0,1012523.0,27917,0.0,27917.0,3861.0,55116,0.0,55116.0,135945.0
ASM002180,EVT011,Cuddalore,Cuddalore Response Zone,12,HUB001,57.52,Moderate,11.08,0.0,586026,0.0,586026.0,299979.0,1153198,0.0,1153198.0,1012523.0,10178,0.0,10178.0,3861.0,87389,0.0,87389.0,135945.0
ASM002181,EVT011,Cuddalore,Cuddalore Response Zone,24,HUB001,74.74,High,10.0,0.0,820540,0.0,820540.0,299979.0,1588658,0.0,1588658.0,1012523.0,38711,0.0,38711.0,3861.0,171528,0.0,171528.0,135945.0
ASM002182,EVT011,Cuddalore,Cuddalore Response Zone,24,HUB001,70.52,High,10.0,0.0,882628,0.0,882628.0,299979.0,1645902,0.0,1645902.0,1012523.0,32456,0.0,32456.0,3861.0,112800,0.0,112800.0,135945.0
ASM002183,EVT011,Cuddalore,Cuddalore Response Zone,24,HUB001,71.07,High,10.0,0.0,896861,0.0,896861.0,299979.0,1649417,0.0,1649417.0,1012523.0,29278,0.0,29278.0,3861.0,148017,0.0,148017.0,135945.0
ASM002184,EVT011,Cuddalore,Cuddalore Response Zone,24,HUB001,69.88,High,10.0,0.0,1041964,0.0,1041964.0,299979.0,1508432,0.0,1508432.0,1012523.0,31162,0.0,31162.0,3861.0,118849,0.0,118849.0,135945.0
ASM002185,EVT011,Cuddalore,Cuddalore Response Zone,24,HUB001,74.96,High,10.0,0.0,710447,0.0,710447.0,299979.0,1570754,0.0,1570754.0,1012523.0,17694,0.0,17694.0,3861.0,161282,0.0,161282.0,135945.0
ASM002186,EVT011,Cuddalore,Cuddalore Response Zone,36,HUB001,79.66,Critical,10.0,0.0,1128693,0.0,1128693.0,299979.0,1483241,0.0,1483241.0,0.0,64253,0.0,64253.0,3861.0,172709,0.0,172709.0,0.0
ASM002187,EVT011,Cuddalore,Cuddalore Response Zone,36,HUB001,78.19,Critical,10.0,0.0,823056,0.0,0.0,299979.0,1577147,1012523.0,564624.0,0.0,28588,0.0,28588.0,3861.0,189420,0.0,189420.0,0.0
ASM002187,EVT011,Cuddalore,Cuddalore Response Zone,36,HUB002,78.19,Critical,10.0,0.0,823056,393888.0,0.0,0.0,1577147,0.0,564624.0,0.0,28588,0.0,28588.0,0.0,189420,0.0,189420.0,0.0
ASM002187,EVT011,Cuddalore,Cuddalore Response Zone,36,HUB004,78.19,Critical,10.0,0.0,823056,406947.0,0.0,0.0,1577147,0.0,564624.0,1373574.0,28588,0.0,28588.0,0.0,189420,0.0,189420.0,0.0
ASM002187,EVT011,Cuddalore,Cuddalore Response Zone,36,HUB008,78.19,Critical,10.0,0.0,823056,22221.0,0.0,0.0,1577147,0.0,564624.0,0.0,28588,0.0,28588.0,5409.0,189420,0.0,189420.0,0.0
ASM002188,EVT011,Cuddalore,Cuddalore Response Zone,36,HUB001,76.02,Critical,10.0,0.0,924490,0.0,924490.0,299979.0,1548047,0.0,1548047.0,0.0,51690,0.0,51690.0,3861.0,122526,0.0,122526.0,0.0
ASM002189,EVT011,Cuddalore,Cuddalore Response Zone,36,HUB001,77.56,Critical,11.17,0.0,961471,0.0,961471.0,299979.0,1468976,0.0,1468976.0,0.0,56675,0.0,56675.0,3861.0,169786,0.0,169786.0,0.0
ASM002190,EVT011,Cuddalore,Cuddalore Response Zone,36,HUB001,74.27,High,10.0,0.0,993037,0.0,993037.0,299979.0,1949884,0.0,1949884.0,0.0,63556,0.0,63556.0,3861.0,136025,0.0,136025.0,0.0
ASM002191,EVT011,Cuddalore,Cuddalore Response Zone,48,HUB001,72.59,High,10.0,0.0,845974,0.0,845974.0,0.0,1650276,0.0,1650276.0,0.0,26806,0.0,26806.0,3861.0,135254,0.0,135254.0,0.0
ASM002192,EVT011,Cuddalore,Cuddalore Response Zone,48,HUB001,65.77,High,10.6,0.0,848773,0.0,848773.0,0.0,1494318,0.0,1494318.0,0.0,29130,0.0,29130.0,3861.0,98544,0.0,98544.0,0.0
ASM002193,EVT011,Cuddalore,Cuddalore Response Zone,48,HUB001,70.05,High,10.0,0.0,976849,0.0,976849.0,0.0,1377447,0.0,1377447.0,0.0,42471,0.0,42471.0,3861.0,127405,0.0,127405.0,0.0
ASM002194,EVT011,Cuddalore,Cuddalore Response Zone,48,HUB001,74.34,High,11.45,0.0,832096,0.0,832096.0,0.0,1790702,0.0,1790702.0,0.0,55341,0.0,55341.0,3861.0,188566,0.0,188566.0,0.0
ASM002195,EVT011,Cuddalore,Cuddalore Response Zone,48,HUB001,74.5,High,10.0,0.0,889503,0.0,889503.0,0.0,1928948,0.0,1928948.0,0.0,25928,0.0,25928.0,3861.0,244789,0.0,244789.0,0.0
ASM002196,EVT011,Cuddalore,Cuddalore Response Zone,72,HUB001,60.31,High,10.0,0.0,733242,0.0,733242.0,0.0,1361444,0.0,1361444.0,0.0,37313,0.0,37313.0,0.0,73922,0.0,73922.0,0.0
ASM002197,EVT011,Cuddalore,Cuddalore Response Zone,72,HUB001,63.56,High,10.0,0.0,796420,0.0,796420.0,0.0,1343816,0.0,1343816.0,0.0,20955,0.0,20955.0,0.0,93555,0.0,93555.0,0.0
ASM002198,EVT011,Cuddalore,Cuddalore Response Zone,72,HUB001,59.6,Moderate,10.0,0.0,718018,0.0,718018.0,0.0,1301202,0.0,1301202.0,0.0,20440,0.0,20440.0,0.0,62418,0.0,62418.0,0.0
ASM002199,EVT011,Cuddalore,Cuddalore Response Zone,72,HUB001,60.78,High,10.0,0.0,744304,0.0,744304.0,0.0,1276073,0.0,1276073.0,0.0,19324,0.0,19324.0,0.0,92331,0.0,92331.0,0.0
ASM002200,EVT011,Cuddalore,Cuddalore Response Zone,72,HUB001,70.44,High,10.0,0.0,804707,0.0,804707.0,0.0,1879222,0.0,1879222.0,0.0,56688,0.0,56688.0,0.0,194696,0.0,194696.0,0.0
ASM002201,EVT011,Nagapattinam,Nagapattinam Response Zone,0,HUB001,44.76,Low,10.0,0.0,341280,0.0,341280.0,299979.0,478577,0.0,478577.0,1012523.0,8065,0.0,8065.0,3861.0,28017,0.0,28017.0,135945.0
ASM002202,EVT011,Nagapattinam,Nagapattinam Response Zone,0,HUB001,42.44,Low,10.0,0.0,290277,0.0,290277.0,299979.0,454221,0.0,454221.0,1012523.0,4218,0.0,4218.0,3861.0,16557,0.0,16557.0,135945.0
ASM002203,EVT011,Nagapattinam,Nagapattinam Response Zone,0,HUB001,48.91,Moderate,10.0,0.0,328293,0.0,328293.0,299979.0,543829,0.0,543829.0,1012523.0,5876,0.0,5876.0,3861.0,43102,0.0,43102.0,135945.0
ASM002204,EVT011,Nagapattinam,Nagapattinam Response Zone,0,HUB001,44.6,Low,10.0,0.0,282436,0.0,282436.0,299979.0,499835,0.0,499835.0,1012523.0,9239,0.0,9239.0,3861.0,15958,0.0,15958.0,135945.0
ASM002205,EVT011,Nagapattinam,Nagapattinam Response Zone,0,HUB001,46.69,Moderate,10.0,0.0,298256,0.0,298256.0,299979.0,553484,0.0,553484.0,1012523.0,8714,0.0,8714.0,3861.0,34467,0.0,34467.0,135945.0
ASM002206,EVT011,Nagapattinam,Nagapattinam Response Zone,3,HUB001,54.39,Moderate,10.0,0.0,404437,0.0,404437.0,299979.0,663569,0.0,663569.0,1012523.0,12638,0.0,12638.0,3861.0,27067,0.0,27067.0,135945.0
ASM002207,EVT011,Nagapattinam,Nagapattinam Response Zone,3,HUB001,52.41,Moderate,10.0,0.0,414901,0.0,414901.0,299979.0,682665,0.0,682665.0,1012523.0,12581,0.0,12581.0,3861.0,43133,0.0,43133.0,135945.0
ASM002208,EVT011,Nagapattinam,Nagapattinam Response Zone,3,HUB001,54.23,Moderate,10.0,0.0,379419,0.0,379419.0,299979.0,567581,0.0,567581.0,1012523.0,8910,0.0,8910.0,3861.0,54427,0.0,54427.0,135945.0
ASM002209,EVT011,Nagapattinam,Nagapattinam Response Zone,3,HUB001,51.19,Moderate,10.0,0.0,389877,0.0,389877.0,299979.0,586336,0.0,586336.0,1012523.0,9315,0.0,9315.0,3861.0,19897,0.0,19897.0,135945.0
ASM002210,EVT011,Nagapattinam,Nagapattinam Response Zone,3,HUB001,52.26,Moderate,10.0,0.0,396727,0.0,396727.0,299979.0,637383,0.0,637383.0,1012523.0,9153,0.0,9153.0,3861.0,36974,0.0,36974.0,135945.0
ASM002211,EVT011,Nagapattinam,Nagapattinam Response Zone,6,HUB001,54.88,Moderate,10.0,0.0,360605,0.0,360605.0,299979.0,624301,0.0,624301.0,1012523.0,15110,0.0,15110.0,3861.0,26741,0.0,26741.0,135945.0
ASM002212,EVT011,Nagapattinam,Nagapattinam Response Zone,6,HUB001,55.87,Moderate,11.9,0.0,378535,0.0,378535.0,299979.0,548418,0.0,548418.0,1012523.0,11720,0.0,11720.0,3861.0,51131,0.0,51131.0,135945.0
ASM002213,EVT011,Nagapattinam,Nagapattinam Response Zone,6,HUB001,49.12,Moderate,10.0,0.0,380406,0.0,380406.0,299979.0,519671,0.0,519671.0,1012523.0,15039,0.0,15039.0,3861.0,19236,0.0,19236.0,135945.0
ASM002214,EVT011,Nagapattinam,Nagapattinam Response Zone,6,HUB001,55.53,Moderate,10.0,0.0,376819,0.0,376819.0,299979.0,498255,0.0,498255.0,1012523.0,13765,0.0,13765.0,3861.0,41328,0.0,41328.0,135945.0
ASM002215,EVT011,Nagapattinam,Nagapattinam Response Zone,6,HUB001,58.54,Moderate,10.0,0.0,391419,0.0,391419.0,299979.0,705240,0.0,705240.0,1012523.0,16701,0.0,16701.0,3861.0,56483,0.0,56483.0,135945.0
ASM002216,EVT011,Nagapattinam,Nagapattinam Response Zone,12,HUB001,65.57,High,11.29,0.0,467521,0.0,467521.0,299979.0,951013,0.0,951013.0,1012523.0,17952,0.0,17952.0,3861.0,67367,0.0,67367.0,135945.0
ASM002217,EVT011,Nagapattinam,Nagapattinam Response Zone,12,HUB001,63.28,High,10.57,0.0,492980,0.0,492980.0,299979.0,851470,0.0,851470.0,1012523.0,15074,0.0,15074.0,3861.0,74314,0.0,74314.0,135945.0
ASM002218,EVT011,Nagapattinam,Nagapattinam Response Zone,12,HUB001,60.4,High,10.0,0.0,405414,0.0,405414.0,299979.0,745125,0.0,745125.0,1012523.0,9589,0.0,9589.0,3861.0,46579,0.0,46579.0,135945.0
ASM002219,EVT011,Nagapattinam,Nagapattinam Response Zone,12,HUB001,64.8,High,10.0,0.0,527254,0.0,527254.0,299979.0,765825,0.0,765825.0,1012523.0,13196,0.0,13196.0,3861.0,87635,0.0,87635.0,135945.0
ASM002220,EVT011,Nagapattinam,Nagapattinam Response Zone,12,HUB001,57.92,Moderate,10.76,0.0,428515,0.0,428515.0,299979.0,718344,0.0,718344.0,1012523.0,10597,0.0,10597.0,3861.0,28095,0.0,28095.0,135945.0
ASM002221,EVT011,Nagapattinam,Nagapattinam Response Zone,24,HUB001,67.42,High,10.0,0.0,489399,0.0,489399.0,299979.0,940703,0.0,940703.0,1012523.0,10994,0.0,10994.0,3861.0,62444,0.0,62444.0,135945.0
ASM002222,EVT011,Nagapattinam,Nagapattinam Response Zone,24,HUB001,64.55,High,10.0,0.0,443832,0.0,443832.0,299979.0,877012,0.0,877012.0,1012523.0,17806,0.0,17806.0,3861.0,36812,0.0,36812.0,135945.0
ASM002223,EVT011,Nagapattinam,Nagapattinam Response Zone,24,HUB001,68.91,High,10.0,0.0,558979,0.0,558979.0,299979.0,964832,0.0,964832.0,1012523.0,17893,0.0,17893.0,3861.0,82781,0.0,82781.0,135945.0
ASM002224,EVT011,Nagapattinam,Nagapattinam Response Zone,24,HUB001,60.07,High,10.29,0.0,452283,0.0,452283.0,299979.0,878861,0.0,878861.0,1012523.0,24411,0.0,24411.0,3861.0,34222,0.0,34222.0,135945.0
ASM002225,EVT011,Nagapattinam,Nagapattinam Response Zone,24,HUB001,67.17,High,10.0,0.0,442315,0.0,442315.0,299979.0,873155,0.0,873155.0,1012523.0,18007,0.0,18007.0,3861.0,82438,0.0,82438.0,135945.0
ASM002226,EVT011,Nagapattinam,Nagapattinam Response Zone,36,HUB001,66.34,High,10.0,0.0,625521,0.0,625521.0,299979.0,998915,0.0,998915.0,0.0,16457,0.0,16457.0,3861.0,63248,0.0,63248.0,0.0
ASM002227,EVT011,Nagapattinam,Nagapattinam Response Zone,36,HUB001,66.57,High,10.0,0.0,522674,0.0,522674.0,299979.0,896132,0.0,896132.0,0.0,20837,0.0,20837.0,3861.0,64648,0.0,64648.0,0.0
ASM002228,EVT011,Nagapattinam,Nagapattinam Response Zone,36,HUB001,69.21,High,10.0,0.0,532470,0.0,532470.0,299979.0,1067896,0.0,1067896.0,0.0,21288,0.0,21288.0,3861.0,65356,0.0,65356.0,0.0
ASM002229,EVT011,Nagapattinam,Nagapattinam Response Zone,36,HUB001,76.56,Critical,10.0,0.0,497441,0.0,497441.0,299979.0,1153035,0.0,1153035.0,0.0,25097,0.0,25097.0,3861.0,138424,0.0,138424.0,0.0
ASM002230,EVT011,Nagapattinam,Nagapattinam Response Zone,36,HUB001,75.36,Critical,10.0,0.0,604899,0.0,604899.0,299979.0,1154708,0.0,1154708.0,0.0,34027,0.0,34027.0,3861.0,130535,107140.0,0.0,0.0
ASM002230,EVT011,Nagapattinam,Nagapattinam Response Zone,36,HUB003,75.36,Critical,10.0,0.0,604899,0.0,604899.0,341700.0,1154708,0.0,1154708.0,1153347.0,34027,0.0,34027.0,0.0,130535,23395.0,0.0,0.0
ASM002231,EVT011,Nagapattinam,Nagapattinam Response Zone,48,HUB001,64.7,High,10.0,0.0,498082,0.0,498082.0,0.0,971556,0.0,971556.0,0.0,28599,0.0,28599.0,3861.0,63394,0.0,63394.0,0.0
ASM002232,EVT011,Nagapattinam,Nagapattinam Response Zone,48,HUB001,63.7,High,10.0,0.0,520390,0.0,520390.0,0.0,939951,0.0,939951.0,0.0,38040,0.0,38040.0,3861.0,56447,0.0,56447.0,0.0
ASM002233,EVT011,Nagapattinam,Nagapattinam Response Zone,48,HUB001,68.84,High,10.58,0.0,390020,0.0,390020.0,0.0,814535,0.0,814535.0,0.0,17705,0.0,17705.0,3861.0,59443,0.0,59443.0,0.0
ASM002234,EVT011,Nagapattinam,Nagapattinam Response Zone,48,HUB001,68.61,High,10.0,0.0,538908,0.0,538908.0,0.0,937497,0.0,937497.0,0.0,37364,0.0,37364.0,3861.0,98307,0.0,98307.0,0.0
ASM002235,EVT011,Nagapattinam,Nagapattinam Response Zone,48,HUB001,62.13,High,10.0,0.0,382064,0.0,382064.0,0.0,819390,0.0,819390.0,0.0,12398,0.0,12398.0,3861.0,54884,0.0,54884.0,0.0
ASM002236,EVT011,Nagapattinam,Nagapattinam Response Zone,72,HUB001,71.77,High,10.97,0.0,619204,0.0,619204.0,0.0,995025,0.0,995025.0,0.0,24318,0.0,24318.0,0.0,96566,0.0,96566.0,0.0
ASM002237,EVT011,Nagapattinam,Nagapattinam Response Zone,72,HUB001,72.84,High,10.0,0.0,605494,0.0,605494.0,0.0,1244923,0.0,1244923.0,0.0,24656,0.0,24656.0,0.0,107134,0.0,107134.0,0.0
ASM002238,EVT011,Nagapattinam,Nagapattinam Response Zone,72,HUB001,72.22,High,10.0,0.0,496226,0.0,496226.0,0.0,1003503,0.0,1003503.0,0.0,36321,0.0,36321.0,0.0,114026,0.0,114026.0,0.0
ASM002239,EVT011,Nagapattinam,Nagapattinam Response Zone,72,HUB001,69.35,High,10.0,0.0,511980,0.0,511980.0,0.0,1014794,0.0,1014794.0,0.0,13133,0.0,13133.0,0.0,125500,0.0,125500.0,0.0
ASM002240,EVT011,Nagapattinam,Nagapattinam Response Zone,72,HUB001,69.31,High,10.56,0.0,608855,0.0,608855.0,0.0,1241328,0.0,1241328.0,0.0,15938,0.0,15938.0,0.0,113338,0.0,113338.0,0.0
ASM002241,EVT011,Thiruvarur,Thiruvarur Response Zone,0,HUB001,49.26,Moderate,55.44,22.83,317717,0.0,317717.0,299979.0,514445,0.0,514445.0,1012523.0,10134,0.0,10134.0,3861.0,39011,0.0,39011.0,135945.0
ASM002242,EVT011,Thiruvarur,Thiruvarur Response Zone,0,HUB001,50.48,Moderate,60.84,22.83,346482,0.0,346482.0,299979.0,570766,0.0,570766.0,1012523.0,10090,0.0,10090.0,3861.0,30412,0.0,30412.0,135945.0
ASM002243,EVT011,Thiruvarur,Thiruvarur Response Zone,0,HUB001,43.52,Low,58.73,22.83,337924,0.0,337924.0,299979.0,473136,0.0,473136.0,1012523.0,4789,0.0,4789.0,3861.0,27305,0.0,27305.0,135945.0
ASM002244,EVT011,Thiruvarur,Thiruvarur Response Zone,0,HUB001,48.11,Moderate,55.99,22.83,264290,0.0,264290.0,299979.0,460335,0.0,460335.0,1012523.0,6981,0.0,6981.0,3861.0,31639,0.0,31639.0,135945.0
ASM002245,EVT011,Thiruvarur,Thiruvarur Response Zone,0,HUB001,45.29,Moderate,54.92,22.83,334181,0.0,334181.0,299979.0,448120,0.0,448120.0,1012523.0,10033,0.0,10033.0,3861.0,25686,0.0,25686.0,135945.0
ASM002246,EVT011,Thiruvarur,Thiruvarur Response Zone,3,HUB001,44.53,Low,52.95,22.83,309076,0.0,309076.0,299979.0,558665,0.0,558665.0,1012523.0,4552,0.0,4552.0,3861.0,26699,0.0,26699.0,135945.0
ASM002247,EVT011,Thiruvarur,Thiruvarur Response Zone,3,HUB001,53.65,Moderate,54.54,22.83,285489,0.0,285489.0,299979.0,524481,0.0,524481.0,1012523.0,9068,0.0,9068.0,3861.0,40517,0.0,40517.0,135945.0
ASM002248,EVT011,Thiruvarur,Thiruvarur Response Zone,3,HUB001,43.78,Low,58.77,22.83,295068,0.0,295068.0,299979.0,536626,0.0,536626.0,1012523.0,5306,0.0,5306.0,3861.0,20040,0.0,20040.0,135945.0
ASM002249,EVT011,Thiruvarur,Thiruvarur Response Zone,3,HUB001,47.77,Moderate,51.9,22.83,287596,0.0,287596.0,299979.0,437355,0.0,437355.0,1012523.0,10146,0.0,10146.0,3861.0,18137,0.0,18137.0,135945.0
ASM002250,EVT011,Thiruvarur,Thiruvarur Response Zone,3,HUB001,49.12,Moderate,50.99,22.83,356219,0.0,356219.0,299979.0,573316,0.0,573316.0,1012523.0,8776,0.0,8776.0,3861.0,30205,0.0,30205.0,135945.0
ASM002251,EVT011,Thiruvarur,Thiruvarur Response Zone,6,HUB001,59.5,Moderate,56.06,22.83,384116,0.0,384116.0,299979.0,613106,0.0,613106.0,1012523.0,15052,0.0,15052.0,3861.0,62209,0.0,62209.0,135945.0
ASM002252,EVT011,Thiruvarur,Thiruvarur Response Zone,6,HUB001,54.16,Moderate,51.35,22.83,433191,0.0,433191.0,299979.0,624376,0.0,624376.0,1012523.0,17406,0.0,17406.0,3861.0,26356,0.0,26356.0,135945.0
ASM002253,EVT011,Thiruvarur,Thiruvarur Response Zone,6,HUB001,61.08,High,51.11,22.83,360594,0.0,360594.0,299979.0,651290,0.0,651290.0,1012523.0,10796,0.0,10796.0,3861.0,53063,0.0,53063.0,135945.0
ASM002254,EVT011,Thiruvarur,Thiruvarur Response Zone,6,HUB001,59.39,Moderate,55.18,22.83,393876,0.0,393876.0,299979.0,746010,0.0,746010.0,1012523.0,8944,0.0,8944.0,3861.0,67626,0.0,67626.0,135945.0
ASM002255,EVT011,Thiruvarur,Thiruvarur Response Zone,6,HUB001,59.19,Moderate,54.0,22.83,372214,0.0,372214.0,299979.0,895797,0.0,895797.0,1012523.0,9308,0.0,9308.0,3861.0,68170,0.0,68170.0,135945.0
ASM002256,EVT011,Thiruvarur,Thiruvarur Response Zone,12,HUB001,59.4,Moderate,53.75,22.83,396487,0.0,396487.0,299979.0,513259,0.0,513259.0,1012523.0,14656,0.0,14656.0,3861.0,50450,0.0,50450.0,135945.0
ASM002257,EVT011,Thiruvarur,Thiruvarur Response Zone,12,HUB001,60.05,High,54.2,22.83,421817,0.0,421817.0,299979.0,703913,0.0,703913.0,1012523.0,12067,0.0,12067.0,3861.0,67642,0.0,67642.0,135945.0
ASM002258,EVT011,Thiruvarur,Thiruvarur Response Zone,12,HUB001,62.86,High,55.96,22.83,385062,0.0,385062.0,299979.0,733652,0.0,733652.0,1012523.0,14250,0.0,14250.0,3861.0,64693,0.0,64693.0,135945.0
ASM002259,EVT011,Thiruvarur,Thiruvarur Response Zone,12,HUB001,59.78,Moderate,54.23,22.83,354199,0.0,354199.0,299979.0,824594,0.0,824594.0,1012523.0,5836,0.0,5836.0,3861.0,62542,0.0,62542.0,135945.0
ASM002260,EVT011,Thiruvarur,Thiruvarur Response Zone,12,HUB001,62.9,High,62.9,22.83,402826,0.0,402826.0,299979.0,677842,0.0,677842.0,1012523.0,19411,0.0,19411.0,3861.0,72491,0.0,72491.0,135945.0
ASM002261,EVT011,Thiruvarur,Thiruvarur Response Zone,24,HUB001,74.8,High,63.26,22.83,645876,0.0,645876.0,299979.0,1090130,0.0,1090130.0,1012523.0,29132,0.0,29132.0,3861.0,93415,0.0,93415.0,135945.0
ASM002262,EVT011,Thiruvarur,Thiruvarur Response Zone,24,HUB001,76.16,Critical,55.9,22.83,637135,0.0,637135.0,299979.0,1042032,0.0,1042032.0,1012523.0,31621,0.0,31621.0,3861.0,62989,0.0,62989.0,135945.0
ASM002263,EVT011,Thiruvarur,Thiruvarur Response Zone,24,HUB001,77.19,Critical,56.32,22.83,673497,0.0,673497.0,299979.0,1023650,0.0,1023650.0,1012523.0,46037,0.0,46037.0,3861.0,88546,0.0,88546.0,135945.0
ASM002264,EVT011,Thiruvarur,Thiruvarur Response Zone,24,HUB001,79.49,Critical,60.43,22.83,564626,0.0,564626.0,299979.0,1215685,0.0,1215685.0,1012523.0,14763,0.0,14763.0,3861.0,141519,0.0,141519.0,135945.0
ASM002265,EVT011,Thiruvarur,Thiruvarur Response Zone,24,HUB001,79.08,Critical,58.77,22.83,635923,0.0,635923.0,299979.0,1071983,0.0,1071983.0,1012523.0,19910,0.0,19910.0,3861.0,139704,0.0,139704.0,135945.0
ASM002266,EVT011,Thiruvarur,Thiruvarur Response Zone,36,HUB001,73.86,High,58.66,22.83,618566,0.0,618566.0,299979.0,1103072,0.0,1103072.0,0.0,31474,0.0,31474.0,3861.0,117955,0.0,117955.0,0.0
ASM002267,EVT011,Thiruvarur,Thiruvarur Response Zone,36,HUB001,69.47,High,51.81,22.83,507545,0.0,507545.0,299979.0,1033275,0.0,1033275.0,0.0,20837,0.0,20837.0,3861.0,41790,0.0,41790.0,0.0
ASM002268,EVT011,Thiruvarur,Thiruvarur Response Zone,36,HUB001,69.36,High,60.17,22.83,484436,0.0,484436.0,299979.0,875599,0.0,875599.0,0.0,21100,0.0,21100.0,3861.0,81558,0.0,81558.0,0.0
ASM002269,EVT011,Thiruvarur,Thiruvarur Response Zone,36,HUB001,62.52,High,55.64,22.83,500705,0.0,500705.0,299979.0,941093,0.0,941093.0,0.0,17937,0.0,17937.0,3861.0,38860,0.0,38860.0,0.0
ASM002270,EVT011,Thiruvarur,Thiruvarur Response Zone,36,HUB001,66.46,High,52.82,22.83,535537,0.0,535537.0,299979.0,922759,0.0,922759.0,0.0,18975,0.0,18975.0,3861.0,37241,0.0,37241.0,0.0
ASM002271,EVT011,Thiruvarur,Thiruvarur Response Zone,48,HUB001,73.71,High,59.93,22.83,529742,0.0,529742.0,0.0,1054381,0.0,1054381.0,0.0,21597,0.0,21597.0,3861.0,133392,0.0,133392.0,0.0
ASM002272,EVT011,Thiruvarur,Thiruvarur Response Zone,48,HUB001,76.71,Critical,64.0,22.83,558459,0.0,558459.0,0.0,1007710,0.0,1007710.0,0.0,27930,0.0,27930.0,3861.0,124575,0.0,124575.0,0.0
ASM002273,EVT011,Thiruvarur,Thiruvarur Response Zone,48,HUB001,79.84,Critical,60.89,22.83,568406,0.0,568406.0,0.0,1203772,0.0,1203772.0,0.0,42452,0.0,42452.0,3861.0,170568,0.0,170568.0,0.0
ASM002274,EVT011,Thiruvarur,Thiruvarur Response Zone,48,HUB001,63.92,High,54.87,22.83,484192,0.0,484192.0,0.0,861229,0.0,861229.0,0.0,17102,0.0,17102.0,3861.0,47333,0.0,47333.0,0.0
ASM002275,EVT011,Thiruvarur,Thiruvarur Response Zone,48,HUB001,63.42,High,59.29,22.83,452485,0.0,452485.0,0.0,891148,0.0,891148.0,0.0,32949,0.0,32949.0,3861.0,34808,0.0,34808.0,0.0
ASM002276,EVT011,Thiruvarur,Thiruvarur Response Zone,72,HUB001,76.02,Critical,56.68,22.83,523713,0.0,523713.0,0.0,1095755,0.0,1095755.0,0.0,27504,0.0,27504.0,0.0,154959,0.0,154959.0,0.0
